Lyric,Title,Singer,Feeling,Label
"Ain't nothing working for this pain of mine, hoo ooh hoo",Sometimes I Cry,Eric Benét,Sad,2
We drew a map to a better place,Maps,Maroon 5,Sad,2
"Never pick up, never call me",Now or Never,Halsey,Anger,0
When I hold you in my arms I know that I can do no wrong,I got You Feel So good,James Brown,Joy,1
"I invented violence, you vile venomous volatile vicious",Kill You,Eminem,Anger,0
You don't wanna fuck with Shady ('Cause why?),Kill You,Eminem,Anger,0
"Without you (sucks, sucks, sucks, sucks)",Everything Sucks,Scott Helman,Anger,0
Wake me up when September ends,Wake Me Up When September Ends,Green Day,Sad,2
You'll probably end up jumpin' out of somethin' up on the tenth,Kill You,Eminem,Anger,0
A street walkin' nigga and a beat walkin' nigga with a badge,I Don't Give a Fuck,Tupac Shakur,Anger,0
It's never been this close before,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
"Sleep on me, that pillow is where your head'll lie",Drop the World,Lil Wayne,Anger,0
Bought a ticket to your concert just to come and whip your ass,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
I can't see me lovin' nobody but you,Happy Together,The Turtles,Joy,1
Your days are numbered like pages in,Drop the World,Lil Wayne,Anger,0
Here comes the rain again,Wake Me Up When September Ends,Green Day,Sad,2
"I hope my children come and visit, once or twice a month",7 Years,Lukas Graham,Fear,3
But see me on the street and duck,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
I could die as a happy man I'm sure,All I want,Joni Mitchell,Sad,2
Went broke and I came up in the same year,The Spiteful Chant,Kendrick Lamar,Anger,0
I see my future in your eyes,Perfect,Ed Sheeran,Joy,1
I look and stare so deep in your eyes,Crazy in Love,Beyoncé,Joy,1
"I catch 'em slippin', I have 'em tongue kissin' my TEC",I’m Supposed to Die Tonight,50 Cent,Anger,0
Not enough and you're gonna die (gonna die),Love Is Like Oxygen,Sweet,Joy,1
I am loisng my sleep,You are the reason,Calum Scott,Fear,3
And I'm comin' red like Coke-Cola,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Same old empty feeling in your heart,Let Her Go,Passenger,Sad,2
So don't fool with the click (Ay!),Crunk Muzik,The Diplomats,Anger,0
Were just thrown away,Sometimes I Cry,Eric Benét,Sad,2
A love that I could not forsake,The Power Of Love,Celine Dion,Joy,1
"I talked to your dad, go pick out a white dress",Love Story,Taylor Swift,Joy,1
"In your eyes I see the light, my future","I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
"Dip, dip-set!",Crunk Muzik,The Diplomats,Anger,0
But I'm ready to learn Of the power of love,The Power Of Love,Celine Dion,Joy,1
No other name falling off my lips,I'll Never Love Again,"Lady Gaga, Bradley Cooper",Sad,2
Get up (Get up) Get crunk (Get crunk),You Don't Want Drama,8Ball & MJG,Anger,0
Don't know that I will,Solitary Man,Neil Diamond,Sad,2
Mama told me they're be days like this,I Don't Give a Fuck,Tupac Shakur,Anger,0
"The only one for me is you, and you for me",Happy Together,The Turtles,Joy,1
"You and I go rough, we keep throwing things and slamming the door",One More Night,Maroon 5,Joy,1
"You see me, you seen the greatest rapper, mondern man's call,",Agony Fires,Army of the Pharaohs,Anger,0
"To be hidden by the city lights, city lights",Love Is Like Oxygen,Sweet,Joy,1
I'm ill enough to just straight up dis you for no reason,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Feel my pain, now I'm styling",The Spiteful Chant,Kendrick Lamar,Anger,0
I heard that you're settled down,100 Years,Five for Fighting,Sad,2
I can live my life without praying that we could make up,Sometimes I Cry,Eric Benét,Sad,2
"That just attacked you, now you got your fucking arm in his grip (brat brat)",Hollow Points,Unknown ,Anger,0
Everything I do is türelem,The Spiteful Chant,Kendrick Lamar,Anger,0
Upside ya motherfuckin' forehead,Move Bitch,Ludacris,Anger,0
"But it don't matter, it clearly doesn't tear you apart",Hello,Adele,Sad,2
"Going nowhere, going nowhere",Mad World,"Gary Jules, Michael Andrews",Sad,2
But I'll only stay with you one more night,One More Night,Maroon 5,Joy,1
"Young 'Hov, y'all know when the flow is loco",Crazy in Love,Beyoncé,Joy,1
"Surrender my heart, body, and soul",Show Me the Meaning of Being Lonely,Backstreet Boys,Sad,2
I never knew lonely could tear you in two,Never Knew Lonely,Vince Gill,Sad,2
And when someone else instead of me,Lovely Day,Bill Withers,Joy,1
How do I ever srvive ,How do I live WIthout you,LeAnn Rimes,Sad,2
"You rhyme like a hoe, find a more suitable pitch,",Agony Fires,Army of the Pharaohs,Anger,0
Gonna see my baby again,Blue Bayou,Linda Ronstadt,Sad,2
I'm going under and this time I fear there's no one to save me,Someone You Loved,Lewis Capaldi,Sad,2
"Out there in the spotlight, you're a million miles away",Turn the Page,Metallica,Sad,2
The top gets higher the more that I climb,Drop the World,Lil Wayne,Anger,0
Working til the sun don't shine,Blue Bayou,Linda Ronstadt,Sad,2
There's a rumour goin' round the town,Love Is Like Oxygen,Sweet,Joy,1
Rappers commit suicide,Hip Hop Sinister,Hopsin,Anger,0
And a bold world,Feeling Good,Michael Bublé,Joy,1
(Stand up Shady),Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Ain't no fun just hangin' around,",A Beautiful Morning,The Rascals,Joy,1
Get drunk stupid,Crunk Muzik,The Diplomats,Anger,0
Know say you wan' gimme suckle and corn,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
"F*** this fame, that ain't what",Drop the World,Lil Wayne,Anger,0
"And I keep heat, cause in these streets (what you hear?)",Crunk Muzik,The Diplomats,Anger,0
I have nobody for my own,Lonely,Akon,Sad,2
Everything's gonna be alright,I'm a Mess,Bebe Rexha,Sad,2
And count another quick meal,I Don't Give a Fuck,Tupac Shakur,Anger,0
I can see through you,Angry White Boy Polka,Weird Al Yankovic,Anger,0
If I had known what I know now,Come Back...Be Here,Taylor Swift,Sad,2
See to the real you,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Got you stuck on my body, on my body like a tattoo",One More Night,Maroon 5,Joy,1
"Hand me the trophy, the gold medals and plaques",Hollow Points,Unknown ,Anger,0
"You pretend it doesn't bother you, but you just want to explode (yeah, oh)",Turn the Page,Metallica,Sad,2
Bawitdaba da bang da dang diggy diggy,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Gamble in Vegas, I know the Maloofs (huh)",3Hunna,Chief Keef,Anger,0
My church offers no absolutes,Take Me to Church,Hozier,Sad,2
"My skids 'til the brink, I jizz snowmen",Spikes,Death Grips,Anger,0
I'm changing man,Hip Hop Sinister,Hopsin,Anger,0
Let the bodies hit the floor Now. Push me again.,Unknown ,Unknown,Anger,0
"Tryin' to get my paper, child support suin'",Move Bitch,Ludacris,Anger,0
And when it comes to beef boy we some burger kings,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Make it a vicious act of terrorism,Bring da Ruckus,Wu-Tang Clan,Anger,0
But now I know how much it means,I Wanna Grow Old With You,Westlifes,Sad,2
With that Brownsville mentality to Shanghai,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
And if your friends jump in,Move Bitch,Ludacris,Anger,0
And it haunts me every time I close my eyes,When I Was Your Man,Bruno Mars,Sad,2
And this house just ain't no home,Ain't No Sun Shine,Bill Withers,Sad,2
Smiled with the risin' sun,Three Little Birds,Bob Marley,Joy,1
"And, baby, you're making a fool of me",Crazy in Love,Beyoncé,Joy,1
I never would have played so nonchalant,Come Back...Be Here,Taylor Swift,Sad,2
Loving can hurt,Photograph,Ed Sheeran,Fear,3
"Wanna wake up, break up",sex money feelings die,Lykke Li,Sad,2
"Yap your chain, smash the lens in your specs",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"And you fall, and you crawl, and you break",Complicated,Avril Lavigne ,Anger,0
There  go my myind racing and you are the reason,You are the reason,Calum Scott,Sad,2
"Come here bae, I'ma listen",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Never fuck with G and E,You Don't Want Drama,8Ball & MJG,Anger,0
And watch an old love die,Lonely Street,Andy Williams,Sad,2
And ripping through the softest skin there ever was,Hate to See Your Heart Break,Paramore,Sad,2
Got me looking so crazy right now (love),Crazy in Love,Beyoncé,Joy,1
So bye-bye to all you groupies and gold diggers,Move Bitch,Ludacris,Anger,0
Goes away in the end,Hurt,Johnny Cash,Sad,2
Ain't gotta know me some vato,Crunk Muzik,The Diplomats,Anger,0
"Bitch, I'm comin' out swingin', so fast it'll make your eyes spin",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Pathological liar, blowin' shit out of proportion",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
Fuck you to the C.I.A,I Don't Give a Fuck,Tupac Shakur,Anger,0
"I'm a caged demon, on stage screamin' like Rage Against the Machine",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
Do what I want 'cause I can,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Near, far, wherever you are",My Heart Will Go On,Celine Dion,Joy,1
"Motherf***er, I'm gone (I'm gone)",Drop the World,Lil Wayne,Anger,0
"Murder one, my style shot ya knot like a stun-gun",Bring da Ruckus,Wu-Tang Clan,Anger,0
Get up off them go damn diamonds (huh!),Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Quiet when I'm comin' home and I'm on my own,when the party's over,Billie Eilish,Sad,2
"And it's drivin' me crazy, 'cause I'm so",Lonely,Akon,Sad,2
We go to a party and everyone turns to see,Wonderful Tonight,Eric Clapton,Joy,1
But I'm wishing we could try it again,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
Sometimes I cry babe,Sometimes I Cry,Eric Benét,Sad,2
I was wondering if after all these years you'd like to meet,Hello,Adele,Sad,2
"But soon for a n**** it be on, mu'f***a'",Drop the World,Lil Wayne,Anger,0
I remember when I came out and shit,The Spiteful Chant,Kendrick Lamar,Anger,0
Fuck you to all you redneck prejudice mother fuckers,I Don't Give a Fuck,Tupac Shakur,Anger,0
She's the giggle at a funeral,Take Me to Church,Hozier,Sad,2
The words I need to hear,When You're Gone,Avril Lavigne,Sad,2
Can I get a hell yea?,The Spiteful Chant,Kendrick Lamar,Anger,0
Let me photograph you in this light in case it is the last time,When we are young,Adele,Fear,3
We found love in a hopeless place,We Found Love,Rihanna,Joy,1
(you get too much you get too high),Love Is Like Oxygen,Sweet,Joy,1
"It's ya boy, young",Crazy in Love,Beyoncé,Joy,1
"Cause the next time you see me... ha, I will kill you",Hollow Points,Unknown ,Anger,0
I feel wonderful because I see,Wonderful Tonight,Eric Clapton,Joy,1
On any motherfucker in a blue uniform,Fuck Tha Police,N.W.A.,Anger,0
Got me hoping you'll save me right now,Crazy in Love,Beyoncé,Joy,1
It was a great big lie (big old lie),Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Start that goddamn show, I'm comin' through",Move Bitch,Ludacris,Anger,0
"Blood, guts, guns, cuts",Kill You,Eminem,Anger,0
Tryin' to save a part of you,I'll Never Love Again,"Lady Gaga, Bradley Cooper",Sad,2
Yeah the ups and the downs with me,Now or Never,Halsey,Anger,0
"Bring da mother, bring da motherfuckin' ruckus",Bring da Ruckus,Wu-Tang Clan,Anger,0
The map that leads to you,Maps,Maroon 5,Sad,2
Ugly like me,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Why should anyone?,Angry White Boy Polka,Weird Al Yankovic,Anger,0
There may come a time when I will see tha I've been wrong,Goodbye to Love,Carpenters,Sad,2
"I could run circles around you so fast your f***in' head'll spin, dog",Drop the World,Lil Wayne,Anger,0
These beads I'm swingin is stingin 'em,Fight Music,D12,Anger,0
"Smack a ho, shoot the club up",You Don't Want Drama,8Ball & MJG,Anger,0
And though it's not the easy way,Goodbye to Love,Carpenters,Sad,2
Leave me alone,100 Years,Five for Fighting,Sad,2
I didn't think you'd be gone this long,Lonely,Akon,Sad,2
"Let me down, down",Let me down slowly,Alec Benjamin,Sad,2
Ante up! Yap that fool,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Sometimes I am frightened,The Power Of Love,Celine Dion,Fear,3
There's nowhere to run,Show Me the Meaning of Being Lonely,Backstreet Boys,Sad,2
"Every occasion, once more, it's called the funeral",The Funeral,Band of Horses,Sad,2
Then I think to myself what a wonderful world,What a Wonderful World,Ledisi,Joy,1
"To be beatin' on, and thrown in jail",Fuck Tha Police,N.W.A.,Anger,0
"Bitch, I'ma kill you! Like a murder weapon, I'ma conceal you",Kill You,Eminem,Anger,0
"My little girl wouldn't say, ""I do"".",Lonely Avenue,"Ray Charles, Doc Pomus",Sad,2
For all my life,Happy Together,The Turtles,Joy,1
"My name is Marshall Mathers, I'm an alcoholic (Hi Marshall)",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
Middle America packed in Came to see me in my black skin,Black Skinhead,Kanye West,Disgusting,4
Love comes slow and it goes so fast,Let Her Go,Passenger,Sad,2
"No, just criminal intent to sodomize women again",Kill You,Eminem,Anger,0
Do you see how much I need you right now?,When You're Gone,Avril Lavigne,Sad,2
"So done with wishin', you were still here",100 Years,Five for Fighting,Sad,2
I let my guard down and you pulled the rug,Someone You Loved,Lewis Capaldi,Sad,2
Had that upper hand had pulled first,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Labeled and known as a young Pac to the public,Crunk Muzik,The Diplomats,Anger,0
The silence of a falling star,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
"And how every song reminds me of what used to be, that's the reason",100 Years,Five for Fighting,Sad,2
Spinning faster than the plane that took you,Come Back...Be Here,Taylor Swift,Sad,2
And your mother's favorite song,Sorry,Halsey,Sad,2
Cause a nigga like me,I Don't Give a Fuck,Tupac Shakur,Anger,0
And you said you had my back,Maps,Maroon 5,Sad,2
I'm sellin' shit up in the club like I work in the bitch,Move Bitch,Ludacris,Anger,0
The truth didn't last,I Don't Give a Fuck,Tupac Shakur,Anger,0
This beautiful lady that's walking around with me,Wonderful Tonight,Eric Clapton,Joy,1
Accomplished dreams are a part of us,You Don't Want Drama,8Ball & MJG,Anger,0
"Most incredibly, it's ya girl, B",Crazy in Love,Beyoncé,Joy,1
"She loves you, yeah yeah yeah",Three Little Birds,Bob Marley,Joy,1
"In the paper, the news, every day I am",The Way I Am,Eminem,Anger,0
I know I've dreamed you a sin and a lie,Wild Horses,The Rolling Stones,Sad,2
Monster with the freeze when I'm conquering MCs,Agony Fires,Army of the Pharaohs,Anger,0
Baby don't lie to me,Locked away,R. City,Fear,3
What? My whole family nuts,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
We can go toe to toe in the middle of a cell,Fuck Tha Police,N.W.A.,Anger,0
Why did you leave me Why did you leave me,All I want,Joni Mitchell,Sad,2
"Get the fuck back, guard ya grill",Move Bitch,Ludacris,Anger,0
"Here I come, here I go",Move Bitch,Ludacris,Anger,0
I must have called a thousand times,Hello,Adele,Sad,2
Fore (boom!) one (boom!) shell (boom!) hit (boom!) the (boom!) ground,Crunk Muzik,The Diplomats,Anger,0
"A lot of kush, a lot of guns nigga (a lot of guns nigga)",3Hunna,Chief Keef,Anger,0
This pain you'll never know,Drop the World,Lil Wayne,Anger,0
Or lost you?,"Flightless Bird, American Mouth",Iron & Wine,Sad,2
I'm smoking the shit my nigga be growing for Snoop (huh),3Hunna,Chief Keef,Anger,0
I'm not used to being alone!,Lonely Avenue,"Ray Charles, Doc Pomus",Sad,2
"And if you offend me, I'm lifting you ten feet in the air",The Way I Am,Eminem,Anger,0
My headband expand like I choose juice,Spikes,Death Grips,Anger,0
"Huh, my word is my pride",Drop the World,Lil Wayne,Anger,0
Like my fathers come to pass,Wake Me Up When September Ends,Green Day,Sad,2
Cause there'll be no sunlight,Before You Go,Lewis Capaldi,Sad,2
And the way the sunlight plays upon her hair,Good Vibrations,The Beach Boys,Joy,1
You wacker than the motherfucker you bit your style from,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
It's not warm when she's away,Ain't No Sun Shine,Bill Withers,Sad,2
To politic or be fake with you,The Spiteful Chant,Kendrick Lamar,Anger,0
"Ghostface, catch the blast of a hype verse",Bring da Ruckus,Wu-Tang Clan,Anger,0
