Lyric,Emotion
"There'll be parties for hosting
Marshmallows for toasting",Joy
"No, easy baby, maybe I'm a liar",Sad
Jesus may you receive the honor that you're due,Joy
I touch on you more and more every time,Joy
Wait until darkness,Sad
"Since all of our scattered dreams, huh",Sad
"Up on the housetop reindeer pause
Out jumps good ol' Santa Claus",Joy
"I'm movin' on, I'm feeling strong inside but",Sad
Nothing like you and me,Sad
My days are dark without the glimpse of you,Joy
She's giving me excitations (oom bop bop),Joy
Why can't I turn off the radio?,Sad
My ignorance has struck again,Sad
There's a fire starting in my heart,Sad
Graceless lady you know who I am,Sad
"Jingle bells around his feet and presents on the sled
Hey, look at the mayor's derby on top of Dominick's head
A pair of shoes for Louie and a dress for Josephine
The label on the inside says they're made in Brooklyn",Joy
I want to be one with the dead,Fear
But when I dial the telephone Nobody's home,Sad
"It's time to change the life we lead
Time to let it grow",Joy
Chunks of a skull,Fear
"I could cry, I could cry, i could cry,",Sad
Baby you deserve everything you want,Joy
Shred internal organs,Fear
"They can't figure him out, they like, ""Hey, is he insane?""",Joy
When you see my face,Fear
Down on Grandpa's farm there is a little white duck.,Joy
"I need to laugh, and when the sun is out",Joy
Beams of fire sweep through my head,Fear
Baby we can make it if we're heart to heart,Joy
" I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do",Joy
Just easier than dealing with the pain,Sad
", my favorite brain soup",Fear
Disease will spread and cover the world,Fear
"Let the love inside ya show
Plant a seed inside the earth",Joy
"No one to tell us, ""No""
Or where to go
Or say we're only dreaming",Joy
"And I knew the Hill Boys would put us away,",Fear
"In hopes of a garden
The scent of a smile",Joy
They kill just to be exposed,Fear
If I couldn't be strong,Joy
"A little bit goes a long, long way",Joy
Just one more night with you,Joy
Blue and purple too!,Joy
And the world's alright with me,Joy
"Here I am, here I am",Joy
Like you need to light my life,Joy
"You know it's always dark and dreary since I broke off, baby, with",Sad
"She loves you, yeah yeah yeah",Joy
No sweeping exit or offstage lines,Sad
"I'll be gentle, don't you scream 
It's getting hotter, make it softer
 Feel your chest on top of me",Joy
To guide you each step of the way,Joy
"Clap along if you know what happiness is to you
Because I'm happy",Joy
Or lost you?,Sad
That when you throw your love away,Sad
Cause I'm tired of drifting round and round,Sad
It seems to me that there are more hearts,Sad
It was just like a movie,Fear
"And then I'll start again
Though I'm on the lead
I wanna try everything",Joy
"Looking so crazy, your love's",Joy
"No time to sleep, all that I see, are old memories of you",Sad
"And then I tell her, as I turn out the light",Joy
"You're looking, looking, looking, good",Joy
"So happy, but now so lonely",Sad
A savior set us free,Joy
Cause there'll be no sunlight,Sad
Time and time again the chance for love has passed me by,Sad
"Let the Christmas spirit ring
Later we'll have some pumpkin pie
And we'll do some caroling",Joy
Cause they'll do anything to get to me,Fear
Never love again,Sad
Oh I'm a mess right now,Sad
I fell in love at the seaside,Joy
"From God, our heavenly Father",Joy
"The blind will see, the deaf will hear, the dead will live again",Joy
"Honey, you lied when you said you loved me",Sad
You have come to show you go on,Joy
"All the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air",Joy
I can not live this life any longer,Fear
That now I'm in a whole new world with you,Joy
"No expression, no expression",Sad
Perhaps upon that lonely street,Sad
"Nothing will ever come between us
'Cause I'll be standing right next to you
Right next to you",Joy
The most loneliest day of my life,Sad
It's all just static in my head,Sad
"Young 'Hov, y'all know when the flow is loco",Joy
There's a rumour goin' round the town,Joy
"He don't love me, he don't love me",Sad
Dashing through the snow,Joy
"
My love
There's only you in my life
The only thing that's bright",Joy
And the sunlight hurts my eyes,Joy
"Close my eyes, she's somehow closer now",Joy
Hope it gives you hell,Fear
Than go on living without you.,Sad
Feeds the plants growing on the ground,Joy
You come around and change how I'm seeing things,Joy
Just an empty place where your love should be,Sad
"Talk of new love, the words are all lies",Sad
She say she likes all of her nigga's rhymes,Joy
And in the morning sun,Joy
"Do the dead, run for ten",Fear
"Telling you all those lies
Just to get on you side
But i must admit there was a couple secrets i help inside
Just know that i try to always apologize
I'ma have you first always in my heart to keep you satisfied",Joy
Only darkness every day,Sad
"And all my love
I'm holding on forever",Joy
Once I was eleven years old my daddy told me Go get yourself a wife or you'll be lonely ,Fear
She's giving me the excitations (oom bop bop),Joy
The evil inside me gives me the strength to kill at will,Fear
A barely breathing story,Sad
It's only by Your blood,Joy
Taxi cabs and busy streets,Sad
Dead.,Fear
leaving nothing but shreds,Fear
"It's a season when the Saints can employ us
To spread the news about peace and to keep love alive",Joy
So I give her the car keys and she helps me to bed,Joy
When my eyes beheld an eerie sight,Fear
I'm a good slow dancer but you'd never know,Sad
I make ya sing this time,Joy
My soul can't escape,Fear
"I told myself, don't get attached",Sad
I've never seen a night so long,Sad
"Wild, wild horses couldn't drag me away",Sad
"I love you so much, you must kill me, now""",Fear
Now I don't know what to be without you around,Sad
I love it when you call me señorita,Joy
Like my fathers come to pass,Sad
In the club,Joy
"A star like Ringo, war like a Green Beret",Joy
Children sing and clap their hands and Dominick starts ta dance,Joy
I'll be waking up in the morning probably hating myself,Joy
He had a pick up truck and the devil's eyes,Fear
"Move out baby, move that mound",Fear
Unbelievable sights,Joy
"If you're seeing things running through your head,",Fear
"Just take in some clean fresh air, boy",Joy
"I think about you day and night, it's only right",Joy
No one comes near,Sad
"I, I love you like a love song, baby",Joy
I can't be too late to say that I was so wrong,Sad
No is the saddest experience you'll ever know,Sad
My Daddy got shot right in front of his house,Fear
A swelling on my body,Fear
"I'm turning down the rest for you 
If they call us foul I'm fighting all the refs for you 
You make me a better me 
I make you a better you.",Joy
Don't wanna throw away another lonely life,Sad
It's like I always figured,Sad
Hello from the other side,Sad
And grizzly ghouls from every tomb,Fear
Love can touch us one time,Joy
"Someday a new world that we can start
With hope in every heart",Joy
You square brains out there better beware,Fear
I am loisng my sleep,Fear
The wind is on the rise,Joy
"If all the raindrops
Were lemon drops and gumdrops
So what a rain that would be",Joy
"Come just as you are to me
Don't need apologies
Know that you are all worthy
I'll take your bad days with your good
Walk through this storm I would
I'd do it all because I love you, I love you",Joy
"When the fruit is ripe, they'll be big and round",Joy
Let me share this whole new world with you,Joy
My skull melts revealing my brain,Fear
Give me another chance,Sad
Each day we grow a little taller,Joy
You know someone said that the world's a stage,Sad
If the Heavens ever did speak,Sad
"It's the holiday season
And Santa Claus has got a toy
For every good girl and good little boy",Joy
Seven years has gone so fast,Sad
"Christmas is the time to say ""I love you""",Joy
Is it too late to say I'm sorry now?,Sad
I've heard that pride,Joy
I'm lonely like a satellite?,Sad
Tore my shirt to stop you bleedin',Sad
"Inch by inch, row by row
Gonna make this garden grow",Joy
"Every occasion, oh, one billion-day funeral",Sad
So I've made my mind up,Sad
Hear that lonesome whippoorwill,Sad
Here comes the rain again,Sad
"What a bright time, it's the right time
To rock the night away
Jingle bell time is a swell time
To go glidin' in a one-horse sleigh",Joy
Are closing in to seal your doom,Fear
Are the dreams all made solid,Sad
(Stupid love songs) Don't make me think about her smile,Sad
"Yeah and love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven, yeah",Joy
"Left on the ground is my head,
waiting for the final blow",Fear
I miss the life,Sad
"Maybe it's the way she walked (wow)
Straight into my heart and stole it
Through the doors and past the guards (wow)
Just like she already owned it",Joy
"A little bit dangerous, but baby, that's how I want it",Joy
It felt so good to kill.,Fear
"Christmas bells are ringing
Joyous voices sweet and clear",Joy
And I got dead brothers in east Tennessee.,Fear
That it's causing me to swoon,Joy
Broken in the world that can't be mended,Sad
"In this garden
They'll be no war",Joy
Indescribable feeling,Joy
Also on the faces of people going by,Joy
cunnilingus with the mutilated,Fear
I was getting kinda used to being someone you loved,Sad
Don't realize how mean I can be,Sad
Dancin' where the evenin' fell,Sad
I feel wonderful because I see,Joy
I hold the one,Joy
Ready for a picnic here we go,Joy
"First comes the stocking of little Nell
Oh dear Santa fill it well",Joy
"To be hidden by the city lights, city lights",Joy
I never thought I'd need you there when i cry,Sad
"I've learned to lose you, can't afford to",Sad
Somehow I'm neither here nor there,Sad
